"","assessed_value"
"5002",249949.862318249
"5003",306064.102535657
"5004",103303.754537662
"5005",164658.452006013
"5006",434871.089098487
"5007",468843.264486049
"5008",174864.714674312
"5009",313312.359694518
"5010",312774.903682567
"5011",120013.720513539
"5012",67397.9152812909
"5013",46060.7230736963
"5014",470318.552398514
"5015",558646.880283625
"5016",120359.03140401
"5017",243915.359826159
"5018",171404.186231101
"5019",153214.900067071
"5020",159806.091548387
"5021",370804.542892064
"5022",565292.354361467
"5023",97383.36108632
"5024",456318.584078904
"5025",212536.026131075
"5026",520542.836838257
"5027",313722.634013679
"5028",688632.960679159
"5029",183799.695800357
"5030",68052.0598584502
"5031",495399.842642351
"5032",548786.285100575
"5033",399904.081399205
"5034",275276.423695031
"5035",413323.35754324
"5036",110381.017215595
"5037",238573.06376843
"5038",287296.851818646
"5039",215621.426593182
"5040",221103.152858946
"5041",205492.928665398
"5042",345456.642201776
"5043",292455.056228122
"5044",176572.999422129
"5045",173935.503697499
"5046",122644.649073361
"5047",348756.164862576
"5048",349658.98687691
"5049",123855.432488136
"5050",141078.204517833
"5051",415912.258066906
"5052",186911.9958516
"5053",215681.586773615
"5054",313311.035387206
"5055",207734.021146364
"5056",598958.577443766
"5057",184630.606399671
"5058",163656.7363172
"5059",135706.644254664
"5060",52175.0074582689
"5061",601950.359202415
"5062",181234.80630157
"5063",288077.575730188
"5064",349536.202773668
"5065",283105.549891536
"5066",374889.905197538
"5067",209888.216517562
"5068",152359.523394162
"5069",394712.300822539
"5070",244425.094937618
"5071",396850.63241088
"5072",176087.533573957
"5073",282613.396942131
"5074",220170.903111802
"5075",58204.8978000104
"5076",548484.713641671
"5077",329706.817809323
"5078",285959.609446431
"5079",206572.189712771
"5080",162737.52761951
"5081",207868.846379798
"5082",393105.355415575
"5083",290375.192023327
"5084",344689.576658955
"5085",622244.115909493
"5086",183444.900379205
"5087",433298.058429861
"5088",153485.593253963
"5089",227365.440094442
"5090",72037.9833633076
"5091",450184.483918419
"5092",347416.585233558
"5093",267206.035905898
"5094",120879.106210855
"5095",205785.912570155
"5096",209017.808237375
"5097",75105.4678959989
"5098",154281.908760269
"5099",377706.88975747
"5100",445868.514073267
"5101",157702.16985009
"5102",287261.546270589
"5103",216788.698173478
"5104",366153.488349871
"5105",464740.535553559
"5106",204944.564363685
"5107",181843.897668739
"5108",121759.442353867
"5109",97105.351094702
"5110",184464.318168708
"5111",589076.787064001
"5112",150724.329653061
"5113",187187.981661639
"5114",158076.852634577
"5115",201944.613086475
"5116",127611.116947855
"5117",206802.649786314
"5118",281932.519143588
"5119",199729.325497187
"5120",449423.991433775
"5121",65945.0052957766
"5122",260798.719148647
"5123",213722.93444488
"5124",126777.082918252
"5125",120134.614754657
"5126",233720.891277678
"5127",166838.936614337
"5128",236629.632379017
"5129",200694.373539448
"5130",395205.43376772
"5131",223197.977105315
"5132",89019.5724248924
"5133",457191.279326894
"5134",518987.843696739
"5135",148843.341614736
"5136",341244.720269483
"5137",161221.105068323
"5138",177248.25659661
"5139",197777.112710802
"5140",378469.444661472
"5141",205733.575718405
"5142",309117.90709462
"5143",170036.521059534
"5144",499159.743737893
"5145",306495.553641625
"5146",632138.39242444
"5147",376473.932457094
"5148",252245.415550416
"5149",135777.074172764
"5150",216304.602061086
"5151",237549.124966674
"5152",181380.972627501
"5153",262497.299809115
"5154",185960.899398261
"5155",214709.87544968
"5156",179429.920249803
"5157",131400.808468687
"5158",163483.365340234
"5159",222580.13522053
"5160",383657.097049488
"5161",348828.382646152
"5162",121697.746491387
"5163",244632.639909007
"5164",126986.565589899
"5165",350165.402477616
"5166",275146.202542569
"5167",222621.32342659
"5168",315339.079318415
"5169",295322.760445082
"5170",213365.471088422
"5171",147519.248903452
"5172",191423.3826118
"5173",263280.481441233
"5174",551865.428269575
"5175",166857.013459784
"5176",91503.1087826894
"5177",328457.768009758
"5178",544725.499119056
"5179",360273.307492753
"5180",91083.5077676981
"5181",576350.476803677
"5182",172899.576484071
"5183",582671.460429881
"5184",311178.230876023
"5185",496194.624037763
"5186",650190.960551388
"5187",255850.929835001
"5188",186446.740111583
"5189",349276.34092611
"5190",181842.893801107
"5191",427959.450139448
"5192",299733.729153301
"5193",163285.69007725
"5194",153772.502026699
"5195",151049.471110462
"5196",342665.94716033
"5197",614322.0044651
"5198",586573.404937561
"5199",180106.657873204
"5200",195016.403747167
"5201",357129.5557649
"5202",479367.954436746
"5203",109972.092802562
"5204",204656.639205412
"5205",243709.811070587
"5206",170481.053203977
"5207",302031.727840781
"5208",262755.952657792
"5209",190389.316982057
"5210",215651.153030076
"5211",151713.780890565
"5212",456564.50697296
"5213",0
"5214",681668.637454842
"5215",373389.303113733
"5216",361460.467839154
"5217",354679.930818071
"5218",171395.565775023
"5219",176730.723961068
"5220",138401.939473036
"5221",365705.868456716
"5222",152380.418849928
"5223",266946.289112488
"5224",371307.338137595
"5225",308672.873441081
"5226",180306.587219094
"5227",184621.34504761
"5228",167564.0078363
"5229",73398.8908839053
"5230",136331.191912307
"5231",179907.723530328
"5232",248350.252972869
"5233",228211.822887069
"5234",304594.50099675
"5235",360453.74078885
"5236",114928.659398466
"5237",283483.015312884
"5238",103398.827066955
"5239",540370.315117849
"5240",161555.105177444
"5241",289870.773874526
"5242",625339.641889184
"5243",691246.411269495
"5244",410587.784457767
"5245",343918.954371527
"5246",533136.788059568
"5247",324631.490560887
"5248",235977.941515881
"5249",0
"5250",478079.439004661
"5251",475726.969451867
"5252",262949.011143388
"5253",165270.307646741
"5254",0
"5255",325610.488754342
"5256",231956.880180313
"5257",402597.476691248
"5258",154049.027160684
"5259",262695.327038593
"5260",182562.652538424
"5261",0
"5262",224554.008426666
"5263",681445.269387176
"5264",195823.807531771
"5265",499144.711437824
"5266",305934.229796744
"5267",423469.555381968
"5268",290675.940936651
"5269",232582.251908582
"5270",153474.366474589
"5271",165502.288762588
"5272",394803.867528575
"5273",409179.66041036
"5274",274080.107265198
"5275",130161.545757352
"5276",781160.057483324
"5277",205584.205021263
"5278",140312.063935353
"5279",173118.953894853
"5280",187360.451413649
"5281",183837.217660044
"5282",188351.555791992
"5283",364389.835045939
"5284",220554.591406941
"5285",200959.634849582
"5286",376078.344398351
"5287",438041.672507485
"5288",204772.40156195
"5289",240383.79888104
"5290",278481.969017998
"5291",184894.762838286
"5292",130871.063240826
"5293",172180.805374139
"5294",125010.466981324
"5295",241797.239238219
"5296",139191.253342443
"5297",324045.656208146
"5298",358345.350745314
"5299",206663.767745915
"5300",257363.679867176
"5301",0
"5302",243472.076258647
"5303",367531.69999723
"5304",225113.614455365
"5305",701002.036177174
"5306",186070.993690879
"5307",248063.183202902
"5308",168001.978133191
"5309",222163.425745315
"5310",236422.831193023
"5311",281817.661251565
"5312",194487.818859241
"5313",225855.135278433
"5314",368935.651785856
"5315",327564.211016524
"5316",195959.423187044
"5317",354382.544436781
"5318",104687.704243882
"5319",209326.445206003
"5320",247462.456928473
"5321",251373.601546421
"5322",269837.941624813
"5323",213223.624897512
"5324",301441.654005113
"5325",145697.84186385
"5326",136619.031202895
"5327",42960.8632012778
"5328",205941.788369359
"5329",407398.214090588
"5330",221127.63572131
"5331",210487.996038404
"5332",145474.824461368
"5333",129443.418108543
"5334",107998.091147495
"5335",646980.871053291
"5336",452442.333426153
"5337",250523.195175535
"5338",152420.328150217
"5339",235782.039756624
"5340",163234.407580914
"5341",206655.314705004
"5342",209559.118433303
"5343",58990.7022676316
"5344",289506.268528478
"5345",191535.586700922
"5346",139202.625136615
"5347",216092.660063002
"5348",219947.478794435
"5349",207003.201018615
"5350",212708.870436056
"5351",188641.203891471
"5352",345126.43640922
"5353",158483.104357819
"5354",181399.203661332
"5355",182457.124293506
"5356",304334.831430479
"5357",319397.388152404
"5358",153729.903212411
"5359",334867.103169431
"5360",318891.159381047
"5361",252603.841796975
"5362",113596.158647875
"5363",258013.391148856
"5364",186158.256183883
"5365",306770.905445102
"5366",370864.234704845
"5367",924813.222123065
"5368",116662.071323857
"5369",286284.275018694
"5370",77076.2262300005
"5371",395230.190509449
"5372",139787.245612755
"5373",750273.10048675
"5374",615849.696154968
"5375",354087.133157787
"5376",453780.141079985
"5377",118863.890667939
"5378",212873.129106629
"5379",817974.364616048
"5380",192096.055698909
"5381",148670.471008736
"5382",305058.520756755
"5383",355668.752662324
"5384",345306.408817568
"5385",153675.562964354
"5386",253086.977948981
"5387",554877.181815
"5388",259469.069732256
"5389",324274.513710522
"5390",239032.772819271
"5391",274079.792101591
"5392",405392.022056669
"5393",217576.502831216
"5394",161095.238849139
"5395",449398.945286068
"5396",172977.841468959
"5397",328007.112565518
"5398",186372.557188544
"5399",405419.560568038
"5400",393270.065765135
"5401",145123.475196723
"5402",224743.511517488
"5403",0
"5404",343905.093042253
"5405",247800.101855271
"5406",101669.139780057
"5407",346456.997235747
"5408",146682.269361422
"5409",194175.707938143
"5410",237626.157547828
"5411",196269.821012924
"5412",202286.994972707
"5413",138736.39394726
"5414",150880.41760456
"5415",538355.953694005
"5416",274814.226074345
"5417",437656.014307156
"5418",306849.498051538
"5419",333535.709461349
"5420",224735.130969349
"5421",321733.759012995
"5422",247598.084041352
"5423",305995.8445045
"5424",238247.059611515
"5425",230026.754398038
"5426",304970.123693204
"5427",93733.2050808548
"5428",215273.307515382
"5429",334625.431006283
"5430",274736.576384001
"5431",432883.775066608
"5432",611057.240558783
"5433",307034.313881318
"5434",214070.896805941
"5435",239792.384899408
"5436",292410.296975121
"5437",153738.241533599
"5438",189614.34159215
"5439",465505.003493112
"5440",229338.309869217
"5441",429199.32341873
"5442",204983.166697775
"5443",188057.019019072
"5444",237998.702632559
"5445",72267.2286358272
"5446",417320.447589791
"5447",241210.482906819
"5448",199064.115822621
"5449",120104.493040372
"5450",625921.721484388
"5451",178074.780521779
"5452",480955.990379695
"5453",333366.49895473
"5454",141823.433196758
"5455",326090.934093348
"5456",484203.103734931
"5457",288166.248247184
"5458",162090.072158743
"5459",140039.777956685
"5460",134888.793527169
"5461",494056.305723621
"5462",444279.297784898
"5463",211266.121039225
"5464",222378.230032885
"5465",0
"5466",201775.006746319
"5467",437369.313218222
"5468",417658.848347289
"5469",239107.621443646
"5470",296504.905876503
"5471",192610.24483256
"5472",76740.6119933321
"5473",252548.388691203
"5474",113154.344685805
"5475",515859.868476509
"5476",121362.554205984
"5477",114392.546305919
"5478",386757.323323138
"5479",239531.502179423
"5480",415537.446694971
"5481",217168.129890515
"5482",142085.927992729
"5483",361630.071161874
"5484",233589.254815913
"5485",282997.064098948
"5486",154842.680352296
"5487",233762.86758772
"5488",328387.877355677
"5489",160139.907073553
"5490",157970.157889931
"5491",289495.019666423
"5492",310013.355275819
"5493",161605.107047609
"5494",399198.683576047
"5495",48772.094807521
"5496",284870.622789234
"5497",243868.97695709
"5498",335676.596913277
"5499",206030.941371437
"5500",317409.547644113
"5501",546703.173782955
"5502",158476.793511258
"5503",0
"5504",803656.45459068
"5505",398002.40365855
"5506",434288.841647948
"5507",385175.883614535
"5508",241115.393687491
"5509",503793.134380331
"5510",229874.681541884
"5511",713756.875207756
"5512",166659.753631007
"5513",461357.504135873
"5514",205566.185071812
"5515",110777.052468294
"5516",230448.867117361
"5517",282630.372215036
"5518",184160.431229836
"5519",272460.236949038
"5520",463657.471125691
"5521",303210.689524445
"5522",132080.68522266
"5523",161944.020031067
"5524",208852.078424668
"5525",561959.34818761
"5526",263686.312248756
"5527",177079.743820485
"5528",282961.704686151
"5529",224338.60419438
"5530",523001.834040368
"5531",446052.849558
"5532",212257.404471181
"5533",335161.911652523
"5534",728733.095515537
"5535",52268.6837795371
"5536",259453.089345417
"5537",78038.6942809121
"5538",220211.513267883
"5539",119779.236996168
"5540",98118.0992874568
"5541",269433.117151044
"5542",359238.690738743
"5543",519325.904101009
"5544",329672.473898024
"5545",203459.169190572
"5546",108215.744470732
"5547",261730.645739342
"5548",413493.68203855
"5549",176272.270590515
"5550",281401.522824836
"5551",219815.1752767
"5552",437147.352874591
"5553",471172.090835084
"5554",270640.817893849
"5555",237664.153941068
"5556",187997.224776571
"5557",313598.935534451
"5558",104715.530301683
"5559",147241.44740638
"5560",78693.2075781508
"5561",94238.4693196147
"5562",196507.002122626
"5563",292354.178685808
"5564",55209.3217709225
"5565",190669.631680366
"5566",412847.665237127
"5567",194998.860084501
"5568",186041.135856867
"5569",493710.985174801
"5570",642850.289512228
"5571",0
"5572",286259.10800086
"5573",258995.478937404
"5574",216346.048638379
"5575",196737.88244808
"5576",633966.363455994
"5577",220321.504534182
"5578",426364.685694911
"5579",514232.790954979
"5580",134778.286920837
"5581",259685.508169187
"5582",225243.793743958
"5583",411720.715248949
"5584",370145.414585735
"5585",167511.87097362
"5586",595802.236200361
"5587",107809.970826318
"5588",330566.290489797
"5589",818378.979440282
"5590",218663.443954691
"5591",314524.300137238
"5592",405294.58725379
"5593",0
"5594",474875.581968948
"5595",262379.220729726
"5596",322986.305884611
"5597",288986.986556242
"5598",227320.478433385
"5599",130537.843614557
"5600",296765.649923922
"5601",394034.851765457
"5602",63729.6560140551
"5603",513118.773433264
"5604",492826.973468261
"5605",134953.504827404
"5606",200031.069271787
"5607",343225.68985595
"5608",496642.151060517
"5609",669407.43345579
"5610",134405.021124152
"5611",190448.845504769
"5612",390847.030737391
"5613",149278.867033812
"5614",0
"5615",222613.191643595
"5616",188110.736314053
"5617",154059.780974901
"5618",330278.338474232
"5619",502769.635334497
"5620",133674.604358134
"5621",375946.890972189
"5622",340035.704155158
"5623",207969.745726546
"5624",108474.25541117
"5625",251502.61247651
"5626",212067.696959844
"5627",140092.594065278
"5628",135636.348227974
"5629",114240.305085207
"5630",0
"5631",517385.290933582
"5632",11891.3935836722
"5633",166706.135510707
"5634",202205.987288903
"5635",142541.718399636
"5636",144048.632418307
"5637",90403.154484252
"5638",216725.25323616
"5639",142702.489211962
"5640",290308.682845387
"5641",450279.420512683
"5642",242622.555261403
"5643",261704.678430527
"5644",163590.365866967
"5645",0
"5646",338645.783595772
"5647",132689.766197909
"5648",97060.556091661
"5649",201250.25730953
"5650",142858.163928686
"5651",612866.053440484
"5652",193355.535713582
"5653",139727.503408951
"5654",173886.308206405
"5655",313402.488293219
"5656",291659.742983776
"5657",183323.292533282
"5658",198494.731808799
"5659",268234.002957622
"5660",220180.283864304
"5661",178484.665273072
"5662",334455.126581051
"5663",208162.067082823
"5664",411721.397664378
"5665",133202.3582871
"5666",160531.773253084
"5667",245825.287208264
"5668",479165.735949238
"5669",255309.228395702
"5670",366985.151974263
"5671",310977.523583471
"5672",227505.056527959
"5673",225052.290561919
"5674",6633.61025449194
"5675",243058.809254485
"5676",275698.126849246
"5677",145760.593954501
"5678",217569.312201308
"5679",474092.930622538
"5680",502899.079970102
"5681",355336.564399492
"5682",360016.362441202
"5683",247208.553861181
"5684",494083.727818318
"5685",210607.72340163
"5686",341633.223258759
"5687",249256.710901486
"5688",173912.970359785
"5689",757077.506010959
"5690",0
"5691",182284.985279541
"5692",304051.904425861
"5693",0
"5694",195999.854639128
"5695",261784.42270866
"5696",197157.099321293
"5697",77498.6930346484
"5698",495684.185385115
"5699",138781.780146543
"5700",106477.560448625
"5701",118650.787749013
"5702",336802.803662343
"5703",161428.773365378
"5704",245805.861783024
"5705",203952.070801788
"5706",190290.186854515
"5707",115521.601196061
"5708",376097.070140309
"5709",94037.6929139371
"5710",112943.485263572
"5711",243597.616349014
"5712",170457.037116124
"5713",255843.994800701
"5714",427922.773915141
"5715",93122.9219915999
"5716",520568.925499769
"5717",165217.251872953
"5718",85975.7710624473
"5719",229197.968500595
"5720",107659.351647104
"5721",541603.804409676
"5722",379208.511730712
"5723",221722.746254704
"5724",116827.627289258
"5725",99445.6747169621
"5726",616925.976714741
"5727",271942.247755932
"5728",255333.140407981
"5729",50136.1653235874
"5730",333240.056498626
"5731",250809.634782895
"5732",356533.475830096
"5733",321022.987743036
"5734",177834.650478894
"5735",310951.807932249
"5736",500316.300948104
"5737",217564.564273187
"5738",295919.835200871
"5739",0
"5740",472325.718263947
"5741",292918.31757255
"5742",337891.835306382
"5743",264475.226494627
"5744",180965.784970313
"5745",398734.407690839
"5746",125402.092572385
"5747",322258.6060798
"5748",164606.780884208
"5749",239094.722510223
"5750",213037.696768113
"5751",328312.265222054
"5752",536513.591261696
"5753",523357.996608897
"5754",82235.0526503812
"5755",251451.975164454
"5756",225080.615936033
"5757",153702.589868682
"5758",447623.095544813
"5759",329095.513915311
"5760",328679.25856182
"5761",462298.193646081
"5762",179046.277131415
"5763",987368.63739873
"5764",406597.555971317
"5765",638603.265559536
"5766",191577.600402323
"5767",356846.05313137
"5768",165899.524255246
"5769",527080.714836862
"5770",142744.954727894
"5771",385438.297237557
"5772",179552.257376981
"5773",143732.879935258
"5774",448876.247526471
"5775",246342.915351194
"5776",360401.842215986
"5777",546411.733790621
"5778",402146.737150759
"5779",454614.482515462
"5780",176500.081240276
"5781",497752.072155359
"5782",258689.980128991
"5783",129760.252593956
"5784",181876.061845454
"5785",299980.24354117
"5786",237900.830840762
"5787",270546.128022609
"5788",298318.29368099
"5789",301348.38662587
"5790",167898.110649221
"5791",437991.448018905
"5792",274637.26701748
"5793",320225.446207283
"5794",644072.923274009
"5795",0
"5796",119985.819532581
"5797",192646.780389275
"5798",268155.280444358
"5799",81057.63483865
"5800",160808.285804757
"5801",402716.189038927
"5802",222192.647097564
"5803",113067.901481279
"5804",629549.330983785
"5805",476052.605848723
"5806",124.041725155235
"5807",275224.699940935
"5808",372059.54273891
"5809",186991.399555501
"5810",401002.900337467
"5811",21640.6999466531
"5812",164090.679415878
"5813",132441.731466256
"5814",243304.456137861
"5815",188382.76637332
"5816",192414.033755698
"5817",548870.18217214
"5818",101252.618028428
"5819",433657.383631237
"5820",858715.762193604
"5821",34864.1157206417
"5822",158031.314428793
"5823",294428.873095405
"5824",89773.6865833071
"5825",184681.553650736
"5826",227225.970707143
"5827",100315.873003201
"5828",259730.579049523
"5829",134279.857993321
"5830",275744.035426553
"5831",82557.4444163371
"5832",352368.064328352
"5833",188638.666556598
"5834",342623.731496172
"5835",198139.929758743
"5836",237185.945320518
"5837",91984.7305353938
"5838",363057.900760339
"5839",170122.333739892
"5840",274249.557795056
"5841",325339.501013927
"5842",254915.090080965
"5843",336869.672582218
"5844",368136.772436109
"5845",218437.113650624
"5846",236594.100515535
"5847",36087.5176640975
"5848",109995.861235885
"5849",381952.504130931
"5850",147401.487845095
"5851",246852.403297916
"5852",235560.657901809
"5853",181209.855884916
"5854",256449.365690614
"5855",194333.133300985
"5856",252861.393796005
"5857",328729.469765395
"5858",375404.16981636
"5859",166939.615117911
"5860",178860.094273821
"5861",269424.478072738
"5862",155490.903788863
"5863",238058.011610818
"5864",370920.585837721
"5865",195163.60961694
"5866",223059.335615963
"5867",242378.753997512
"5868",243751.874656566
"5869",142243.894506795
"5870",187214.81162515
"5871",195602.106068243
"5872",352270.671726869
"5873",488484.757719538
"5874",159748.480277622
"5875",128166.632047631
"5876",246217.924927812
"5877",384394.766941063
"5878",160807.633756557
"5879",153649.155100803
"5880",148754.251488206
"5881",109304.664820557
"5882",445707.188435935
"5883",0
"5884",216089.676442726
"5885",178138.759531949
"5886",307460.404934362
"5887",231635.001817872
"5888",202173.016718996
"5889",152149.024520933
"5890",271212.352480191
"5891",125170.236905369
"5892",58150.3457001349
"5893",207818.628119991
"5894",282404.836257259
"5895",322673.02466326
"5896",118363.779425408
"5897",136610.157593619
"5898",262770.3897293
"5899",373250.478035364
"5900",434252.467425582
"5901",226085.3227876
"5902",72560.77355934
"5903",537628.270676875
"5904",344513.829279356
"5905",184080.533041172
"5906",217855.412939319
"5907",329907.322831067
"5908",459034.284607133
"5909",197348.324040423
"5910",172025.867635473
"5911",202029.733435189
"5912",304349.289081276
"5913",189830.296406725
"5914",364577.224061305
"5915",194706.032939351
"5916",87243.1440112985
"5917",435477.034327216
"5918",62939.0133928182
"5919",196989.337630486
"5920",136042.870202328
"5921",338139.412608204
"5922",240030.773447868
"5923",382407.960644111
"5924",446941.162351607
"5925",218033.085166557
"5926",213655.629733297
"5927",284160.337946531
"5928",622829.983404677
"5929",157050.881071448
"5930",167132.160064093
"5931",221998.383700816
"5932",384137.419262903
"5933",368357.354321785
"5934",222487.769573922
"5935",135139.286532409
"5936",186071.024132174
"5937",316500.226464561
"5938",230160.344727515
"5939",655421.061798902
"5940",706050.984374522
"5941",20894.2056482515
"5942",432114.539488465
"5943",216599.870569688
"5944",268906.095120485
"5945",176946.400106126
"5946",365141.33226894
"5947",131883.411875525
"5948",241631.740575642
"5949",172063.926909114
"5950",261550.545941465
"5951",181623.902620501
"5952",265698.74165789
"5953",197246.071660685
"5954",200756.166891121
"5955",185873.515661499
"5956",0
"5957",432469.816957448
"5958",105792.43539814
"5959",131598.652064001
"5960",198889.987875195
"5961",211863.046265125
"5962",112609.963835049
"5963",98749.0072607828
"5964",238173.390030858
"5965",71025.0768264632
"5966",149238.649260254
"5967",186781.110296069
"5968",436040.422372889
"5969",122006.281976991
"5970",72374.5701889251
"5971",188669.757266173
"5972",219896.821293281
"5973",244015.076702338
"5974",149561.833997822
"5975",96691.1185515632
"5976",481133.75158544
"5977",285529.320732234
"5978",415271.536448323
"5979",226767.939252532
"5980",437369.937745913
"5981",295730.626504189
"5982",854325.064181578
"5983",412605.269204866
"5984",346717.081867863
"5985",387825.400426436
"5986",574266.264030103
"5987",111907.983762827
"5988",192319.263469734
"5989",250893.545667991
"5990",229580.62477939
"5991",201636.25591696
"5992",594355.343704598
"5993",134202.357821232
"5994",243099.903838052
"5995",295323.168558427
"5996",191013.496917119
"5997",206207.663801977
"5998",395894.031134589
"5999",347931.967302522
"6000",183833.137985656
"6001",290732.824858388
"6002",399023.268798588
"6003",189613.895406789
"6004",67732.3281606316
"6005",235609.967810868
"6006",90624.2566275353
"6007",166956.629585908
"6008",139763.74591144
"6009",182120.963801893
"6010",417573.278865963
"6011",136335.103597948
"6012",230399.286361597
"6013",246279.343719628
"6014",76671.8771335014
"6015",775578.622866973
"6016",734235.199311446
"6017",290633.627875086
"6018",280448.359094611
"6019",274594.385198223
"6020",183680.774671682
"6021",220656.797475004
"6022",302423.505494
"6023",241628.80972501
"6024",280986.468777837
"6025",313448.4483054
"6026",207845.124282496
"6027",890565.260243165
"6028",187312.486403424
"6029",162475.503383067
"6030",160508.346194319
"6031",382550.221976698
"6032",262839.991462042
"6033",267024.184745349
"6034",290530.287357211
"6035",361601.015250986
"6036",180619.702389429
"6037",207333.82427887
"6038",407814.31832727
"6039",554412.981191918
"6040",225878.859609737
"6041",481765.302736249
"6042",85353.7220167159
"6043",257582.170849247
"6044",207487.809736071
"6045",287560.084767707
"6046",302693.789376604
"6047",155954.84306917
"6048",307391.29365663
"6049",396143.389079508
"6050",359385.410853984
"6051",294822.114737535
"6052",33784.8493794264
"6053",194953.693001985
"6054",163578.874840373
"6055",349925.628933579
"6056",62616.8854874123
"6057",219815.750137598
"6058",256557.897334514
"6059",119666.941651251
"6060",249753.872703149
"6061",161216.42799123
"6062",235379.041693979
"6063",208101.727903577
"6064",150118.898137687
"6065",95449.2030686058
"6066",295730.435379853
"6067",342341.600317995
"6068",94487.6627134131
"6069",210695.764233505
"6070",351827.244624641
"6071",217769.269397186
"6072",98924.041988789
"6073",1077765.40132816
"6074",290012.801267895
"6075",370916.957192318
"6076",110573.154208827
"6077",198462.104341277
"6078",70145.784627804
"6079",424217.094891274
"6080",218788.031867518
"6081",55924.1067137385
"6082",216835.141454714
"6083",138716.596070339
"6084",418766.976207749
"6085",201148.388038977
"6086",221481.08572503
"6087",336899.678085101
"6088",60337.7046132925
"6089",678015.624567904
"6090",216668.757789006
"6091",260201.162386239
"6092",348630.407856199
"6093",447132.629173453
"6094",311630.525609767
"6095",662653.839032177
"6096",379506.780575611
"6097",299432.206763026
"6098",129982.972004506
"6099",250920.575199706
"6100",185055.573385867
"6101",498819.043756668
"6102",182046.361756673
"6103",232603.239965359
"6104",732811.292482381
"6105",290083.44032711
"6106",350513.00311407
"6107",276561.625679792
"6108",465380.713514693
"6109",289005.653807847
"6110",0
"6111",218107.493806653
"6112",306413.477791188
"6113",406650.851012724
"6114",402973.440897824
"6115",588389.699559744
"6116",367766.952934893
"6117",345536.055255308
"6118",288390.446027082
"6119",260810.971395575
"6120",390271.962936319
"6121",335015.472535074
"6122",197323.100840143
"6123",201618.76449498
"6124",374380.799326356
"6125",257328.998111078
"6126",148289.054107294
"6127",367265.732925266
"6128",100545.026645271
"6129",153621.993275815
"6130",125645.415066444
"6131",463790.15646146
"6132",51251.9173234411
"6133",83608.2001941052
"6134",551951.386671161
"6135",259635.971938729
"6136",465586.538320904
"6137",704785.5903571
"6138",366280.226812341
"6139",163335.55472683
"6140",77334.3863181152
"6141",294593.275532665
"6142",328965.525503453
"6143",398691.548724655
"6144",135854.013114011
"6145",396932.290317688
"6146",92071.8719295701
"6147",266418.936442014
"6148",247330.434596384
"6149",431134.213665661
"6150",359695.673944406
"6151",213072.847617939
"6152",190640.592332882
"6153",324553.683063486
"6154",507444.178210521
"6155",532154.10523453
"6156",388178.707981706
"6157",222513.226663883
"6158",81589.4614400505
"6159",422526.474791795
"6160",110480.648602859
"6161",434500.178281597
"6162",294208.877954684
"6163",376239.718555086
"6164",198171.498459839
"6165",234491.786450246
"6166",458701.888274843
"6167",418162.074843671
"6168",193528.866427609
"6169",559056.785991163
"6170",235099.688692884
"6171",292975.094151751
"6172",240946.973199047
"6173",130907.194738494
"6174",303483.997474282
"6175",92174.1270880113
"6176",215455.78343339
"6177",265469.937387585
"6178",299171.363106717
"6179",180199.454651015
"6180",82146.7154635437
"6181",57673.6732137507
"6182",321789.839318924
"6183",269261.531096609
"6184",429426.199218011
"6185",224984.211451848
"6186",147822.656489127
"6187",265475.497451054
"6188",277478.148605684
"6189",142815.649963829
"6190",202330.70117157
"6191",414557.792852748
"6192",429208.955691244
"6193",749883.176324684
"6194",229753.700723977
"6195",489304.298005906
"6196",314917.787645492
"6197",158915.143285081
"6198",223072.585024156
"6199",243353.378760005
"6200",127648.56659839
"6201",172649.585144953
"6202",358655.06881471
"6203",0
"6204",552126.864892508
"6205",192206.715399271
"6206",404166.470212861
"6207",213666.925905681
"6208",301854.041799064
"6209",349696.571564867
"6210",281362.75177929
"6211",141015.533244417
"6212",130317.280714167
"6213",194670.098213156
"6214",186575.102618421
"6215",205723.855135923
"6216",243147.657369746
"6217",199157.540310106
"6218",597417.274997631
"6219",84922.3185542494
"6220",301251.961608629
"6221",286577.740779051
"6222",305468.293719212
"6223",258863.548308948
"6224",306245.588558157
"6225",155500.473392558
"6226",29583.8229506768
"6227",219912.581455513
"6228",331981.069261563
"6229",252762.657540324
"6230",37491.9179096548
"6231",240897.942560391
"6232",333823.135346272
"6233",197673.44419573
"6234",285476.240282656
"6235",241337.154159543
"6236",524351.913771547
"6237",11657.0956263329
"6238",212718.556058621
"6239",202662.476779353
"6240",325791.946539583
"6241",262778.145628277
"6242",236880.466551253
"6243",245641.318838883
"6244",1119013.22135989
"6245",158000.096146728
"6246",428524.520814939
"6247",24858.7909977358
"6248",299175.491817741
"6249",318259.524474347
"6250",451509.524546917
"6251",159250.202402403
"6252",213940.82646127
"6253",201828.605751851
"6254",253082.270459531
"6255",297368.609999096
"6256",459987.725770156
"6257",235577.03586674
"6258",24878.8381877631
"6259",168079.817660133
"6260",250199.74874666
"6261",76043.9812956996
"6262",368217.428833565
"6263",387082.32714516
"6264",90646.6749450591
"6265",472842.725152049
"6266",198626.82950892
"6267",134380.724833014
"6268",279806.960558479
"6269",190308.642312562
"6270",208552.402291974
"6271",198260.547585563
"6272",136328.254349056
"6273",186869.981871955
"6274",312245.980236584
"6275",238168.198917977
